VVV-CL001	268.677083	-24.014722	5.267	0.780	8.08	1.48	0.76	0.68	-327.28	0.90	-3.394	0.110	-1.710	0.077	0.30	0.13	1.48	0.74	0.14	0.11	0.02	304.62	0.94	100.38	3.30	81.91	3.91	0.72	0.36	4.11	1.99
NGC 6496	269.765350	-44.265945	348.027	-10.014	9.64	0.15	2.81	0.09	-134.72	0.26	-3.066	0.006	-9.257	0.005	0.16	-1.11	0.15	-1.97	0.03	-1.68	0.03	222.91	0.26	-146.82	0.24	-45.56	0.25	2.62	0.12	4.56	0.29
Terzan 9	270.411667	-26.839722	3.603	-1.989	5.77	0.34	2.46	0.33	68.56	0.54	-2.168	0.031	-7.698	0.029	0.34	2.42	0.34	0.36	0.02	-0.20	0.01	-91.02	0.54	44.46	0.81	-47.51	0.83	0.37	0.08	2.55	0.41
Djorg 2	270.454378	-27.825819	2.763	-2.508	8.76	0.18	0.80	0.13	-149.75	1.10	0.720	0.021	-3.003	0.018	0.01	-0.57	0.18	0.42	0.01	-0.38	0.01	137.64	1.10	151.13	0.79	-73.65	0.86	0.74	0.07	0.92	0.10
NGC 6517	270.460750	-8.958778	19.225	6.762	9.23	0.56	3.24	0.26	-35.06	1.65	-1.554	0.018	-4.452	0.017	0.34	-0.47	0.52	3.02	0.18	1.09	0.07	-49.03	1.57	50.13	0.89	-31.30	0.78	0.42	0.04	3.40	0.27
Terzan 10	270.740833	-26.066944	4.421	-1.864	10.21	0.40	2.17	0.37	211.37	2.27	-6.806	0.030	-2.595	0.023	0.03	-2.00	0.40	0.79	0.03	-0.33	0.01	-249.96	2.25	-1.58	1.20	225.31	1.36	1.07	0.28	5.60	1.10
NGC 6522	270.891958	-30.033974	1.025	-3.926	7.29	0.21	1.04	0.17	-15.23	0.49	2.586	0.014	-6.432	0.014	0.29	0.90	0.21	0.13	0.00	-0.50	0.01	14.18	0.49	101.30	0.48	-177.94	0.49	0.44	0.13	1.30	0.15
NGC 6535	270.960449	-0.297639	27.176	10.436	6.36	0.12	4.04	0.02	-214.85	0.46	-4.213	0.014	-2.935	0.013	0.19	2.61	0.11	2.86	0.06	1.15	0.02	125.60	0.45	27.55	0.41	38.55	0.41	0.96	0.05	4.52	0.05
NGC 6528	271.206697	-30.055778	1.139	-4.174	7.83	0.24	0.70	0.10	211.86	0.43	-2.173	0.021	-5.643	0.019	0.13	0.37	0.24	0.16	0.00	-0.57	0.02	-224.49	0.43	34.20	0.73	-39.40	0.76	0.43	0.07	0.92	0.28
NGC 6539	271.207276	-7.585858	20.795	6.776	8.16	0.39	3.09	0.07	35.19	0.50	-6.883	0.009	-3.549	0.008	0.41	0.60	0.36	2.88	0.14	0.96	0.05	-113.35	0.48	25.57	0.35	178.27	0.34	2.14	0.15	3.42	0.17
NGC 6540	271.535657	-27.765286	3.285	-3.313	5.91	0.27	2.34	0.25	-16.50	0.78	-3.695	0.019	-2.818	0.018	0.23	2.29	0.27	0.34	0.02	-0.34	0.02	-4.50	0.78	132.39	0.50	60.24	0.52	1.06	0.17	2.32	0.28
NGC 6544	271.833833	-24.998222	5.837	-2.202	2.58	0.06	5.62	0.06	-38.46	0.67	-2.269	0.026	-18.615	0.026	0.02	5.61	0.06	0.26	0.01	-0.10	0.00	8.81	0.67	36.42	0.33	-77.57	0.32	0.56	0.06	5.53	0.12
NGC 6541	272.009827	-43.714889	349.286	-11.188	7.61	0.10	2.19	0.01	-163.97	0.46	0.283	0.006	-8.832	0.005	0.09	0.84	0.10	-1.39	0.02	-1.48	0.02	228.17	0.45	13.34	0.21	-111.74	0.22	1.55	0.04	3.58	0.02
NGC 6553	272.323250	-25.908472	5.258	-3.027	6.02	0.14	2.37	0.12	-2.76	0.39	0.341	0.010	-0.466	0.009	0.10	2.29	0.14	0.49	0.01	-0.32	0.01	-16.03	0.39	138.25	0.19	91.06	0.19	1.72	0.16	2.74	0.21
NGC 6558	272.572917	-31.764167	0.199	-6.023	7.52	0.19	1.20	0.10	-196.15	0.73	-1.699	0.013	-4.132	0.011	0.23	0.88	0.19	0.04	0.00	-0.79	0.02	189.37	0.73	128.71	0.27	7.35	0.26	0.51	0.07	1.20	0.07
IC 1276	272.684167	-7.207500	21.830	5.674	4.46	0.09	3.78	0.07	157.98	0.63	-2.541	0.007	-4.564	0.007	0.21	3.25	0.08	1.93	0.04	0.44	0.01	-175.47	0.63	66.68	0.16	-16.54	0.14	1.51	0.04	4.18	0.10
Terzan 12	273.066667	-22.742222	8.368	-2.099	4.78	0.31	3.35	0.27	97.47	1.16	-6.224	0.025	-3.032	0.022	0.21	3.26	0.31	0.69	0.04	-0.17	0.01	-127.42	1.15	36.72	0.50	4.74	0.54	0.47	0.04	3.53	0.31
NGC 6569	273.411944	-31.827222	0.479	-6.679	10.37	0.22	2.82	0.18	-34.16	1.22	-4.133	0.012	-7.349	0.011	0.21	-0.55	0.22	0.12	0.00	-1.21	0.03	33.81	1.22	-145.76	0.31	-13.43	0.32	0.80	0.16	3.25	0.37
BH 261	273.526917	-28.634917	3.360	-5.269	6.07	0.37	1.59	0.35	7.27	0.81	3.602	0.023	-3.565	0.018	0.39	1.51	0.37	0.37	0.02	-0.60	0.04	-17.05	0.81	186.13	0.33	-130.42	0.45	0.71	0.21	1.65	0.42
NGC 6584	274.656667	-52.215556	342.144	-16.408	13.55	0.23	7.00	0.21	233.39	0.91	-0.085	0.009	-7.197	0.009	0.00	-4.03	0.22	-3.74	0.07	-3.75	0.06	-202.83	0.86	-11.84	0.32	82.51	0.35	3.56	0.25	16.02	0.98
NGC 6624	275.918667	-30.360527	2.789	-7.909	8.01	0.15	1.22	0.14	53.47	0.41	0.113	0.011	-6.929	0.011	0.21	1.10	0.15	0.38	0.01	-1.11	0.02	-56.87	0.41	-50.91	0.32	62.96	0.33	0.38	0.06	1.23	0.11
NGC 6626	276.136750	-24.869528	7.796	-5.577	5.43	0.10	2.69	0.06	17.59	0.37	-0.278	0.008	-8.924	0.008	-0.01	2.46	0.10	0.67	0.01	-0.52	0.01	-24.38	0.37	93.33	0.10	99.64	0.11	0.55	0.07	2.67	0.06
NGC 6638	277.733750	-25.496805	7.900	-7.155	9.77	0.21	2.27	0.19	17.74	0.68	-2.515	0.020	-4.066	0.020	0.17	-2.05	0.21	1.39	0.03	-1.24	0.03	-21.36	0.68	-128.31	0.44	76.54	0.44	0.64	0.16	3.07	0.36
NGC 6637	277.846167	-32.347500	1.718	-10.268	8.92	0.12	1.58	0.09	37.67	0.45	-5.029	0.013	-5.844	0.014	0.24	-0.89	0.12	0.29	0.00	-1.58	0.02	-44.09	0.45	-149.51	0.24	73.67	0.25	0.89	0.08	3.31	0.23
NGC 6642	277.975167	-23.475528	9.806	-6.440	7.61	0.20	1.32	0.14	-54.19	0.52	-0.198	0.008	-3.882	0.008	0.18	1.17	0.20	1.44	0.04	-0.90	0.02	44.00	0.52	-90.28	0.23	27.45	0.23	0.41	0.11	1.28	0.18
NGC 6652	278.940333	-32.990611	1.528	-11.378	9.99	0.16	2.60	0.14	-111.99	0.26	-5.491	0.009	-4.261	0.009	0.18	-2.19	0.16	0.25	0.00	-2.02	0.03	107.12	0.26	-31.50	0.24	28.34	0.24	0.82	0.10	3.14	0.24
NGC 6656	279.099750	-23.904778	9.889	-7.551	3.17	0.04	5.00	0.04	-146.09	0.12	9.836	0.006	-5.621	0.006	0.01	4.88	0.04	0.58	0.00	-0.44	0.00	102.74	0.12	-16.79	0.07	31.60	0.07	0.55	0.04	3.46	0.04
Pal 8	280.375333	-19.825611	14.108	-6.790	13.30	0.22	5.47	0.19	-35.60	0.34	-2.023	0.012	-5.659	0.012	0.18	-5.72	0.22	3.19	0.11	-1.50	0.05	-56.24	0.34	-11.10	0.42	80.94	0.39	0.87	0.13	14.39	0.52
NGC 6681	280.803333	-32.291944	2.846	-12.507	9.39	0.15	2.20	0.12	219.99	0.32	1.431	0.007	-4.733	0.007	0.18	-1.39	0.15	0.41	0.01	-2.00	0.03	-248.80	0.32	-56.54	0.23	95.22	0.23	0.82	0.07	3.52	0.21
NGC 6712	283.268167	-8.705500	25.347	-4.323	6.86	0.12	3.50	0.08	-107.20	0.15	3.352	0.010	-4.427	0.010	0.24	3.13	0.11	3.00	0.05	-0.52	0.01	138.02	0.15	-90.17	0.11	48.56	0.11	0.76	0.08	3.46	0.18
NGC 6715	283.763750	-30.479722	5.609	-14.087	26.50	0.51	18.91	0.39	142.33	0.28	-2.679	0.007	-1.388	0.007	0.00	-14.39	0.45	2.50	0.05	-6.53	0.13	-104.71	0.29	-74.58	0.30	42.20	0.31	10.44	0.47	26.30	0.63
NGC 6717	283.775167	-22.701333	12.880	-10.897	7.06	0.14	2.38	0.10	22.49	0.43	-3.124	0.014	-4.990	0.013	0.22	1.56	0.14	1.62	0.03	-1.30	0.03	-27.54	0.43	-110.85	0.14	82.39	0.15	0.52	0.06	2.37	0.12
NGC 6723	284.888417	-36.631667	0.069	-17.302	8.69	0.12	2.58	0.08	-94.77	0.21	1.011	0.006	-2.419	0.006	0.06	-0.03	0.12	0.01	0.00	-2.56	0.04	105.12	0.21	-40.05	0.10	-5.04	0.10	1.82	0.08	2.72	0.08
NGC 6749	286.313750	1.900500	36.205	-2.209	7.85	0.16	5.05	0.13	-58.69	0.24	-2.831	0.010	-5.999	0.009	0.20	4.63	0.15	4.77	0.09	-0.30	0.01	86.91	0.24	-74.96	0.13	44.60	0.14	2.54	0.11	5.19	0.12
NGC 6752	287.716583	-59.984583	336.493	-25.627	4.06	0.04	5.24	0.01	-25.86	0.14	-3.169	0.005	-4.013	0.005	0.05	3.87	0.03	-1.40	0.01	-1.74	0.02	74.72	0.14	57.04	0.08	24.07	0.08	0.75	0.03	4.25	0.01
NGC 6760	287.800167	1.029722	36.107	-3.921	7.36	0.10	4.82	0.07	-27.26	0.20	-1.113	0.006	-3.606	0.006	0.25	4.32	0.09	4.27	0.06	-0.50	0.01	97.44	0.20	-39.26	0.13	29.20	0.13	1.62	0.07	4.96	0.10
NGC 6779	289.148250	30.183472	62.658	8.342	9.44	0.13	9.18	0.09	-134.82	0.54	-2.027	0.009	1.608	0.009	0.21	4.40	0.07	8.30	0.11	1.38	0.02	118.46	0.54	-105.13	0.22	72.00	0.24	1.08	0.13	9.89	0.16
Terzan 7	289.432917	-34.657917	3.388	-20.072	22.77	0.53	15.56	0.47	165.85	0.69	-3.002	0.011	-1.647	0.010	0.27	-11.53	0.40	1.34	0.03	-7.82	0.18	76.11	0.67	19.99	0.31	49.55	0.30	12.14	0.50	23.24	0.58
Pal 10	289.509167	18.571833	52.431	2.724	5.91	0.12	6.40	0.10	-29.23	0.27	-4.301	0.020	-7.177	0.019	0.26	3.64	0.11	4.73	0.10	0.28	0.01	91.72	0.27	-7.98	0.22	7.83	0.22	0.66	0.06	6.88	0.28
Arp 2	292.184167	-30.355556	8.545	-20.789	28.61	0.82	21.41	0.77	117.87	1.12	-2.328	0.015	-1.471	0.014	0.24	-16.62	0.58	4.02	0.12	-10.22	0.29	33.62	1.09	31.73	0.42	33.78	0.43	11.73	0.53	32.66	1.39
NGC 6809	294.999417	-30.965167	8.793	-23.272	5.37	0.05	3.92	0.03	175.06	0.15	-3.444	0.005	-9.294	0.005	0.22	3.15	0.05	0.76	0.01	-2.12	0.02	-123.17	0.15	-64.85	0.09	102.05	0.09	0.70	0.05	3.91	0.03
Terzan 8	295.435417	-33.999444	5.762	-24.559	26.32	0.60	19.43	0.55	131.23	0.72	-2.489	0.011	-1.577	0.010	0.17	-13.59	0.43	2.38	0.05	-10.90	0.25	33.28	0.69	28.77	0.33	51.22	0.33	13.51	0.55	27.36	0.58
Pal 11	296.310000	-8.007000	31.808	-15.573	13.39	0.32	8.22	0.27	-68.90	0.97	-1.778	0.018	-4.947	0.017	0.26	-4.46	0.27	6.79	0.16	-3.62	0.09	76.04	0.93	-11.47	0.80	51.00	0.79	1.27	0.18	8.61	0.36
NGC 6838	298.443750	18.779167	56.745	-4.562	4.01	0.04	6.74	0.01	-22.63	0.16	-3.416	0.006	-2.660	0.006	0.20	5.77	0.04	4.76	0.05	-0.29	0.00	105.60	0.16	86.57	0.06	-0.01	0.06	1.41	0.07	7.39	0.07
NGC 6864	301.520417	-21.921167	20.301	-25.749	20.51	0.29	14.72	0.27	-190.12	0.87	-0.598	0.009	-2.806	0.009	0.24	-6.47	0.26	6.56	0.09	-9.08	0.13	152.11	0.83	-36.42	0.62	-20.66	0.57	3.94	0.36	21.48	0.49
NGC 6934	308.547083	7.404167	52.100	-18.886	15.72	0.23	12.79	0.20	-411.15	0.24	-2.655	0.009	-4.688	0.009	0.21	-9.24	0.22	11.78	0.17	-5.08	0.07	401.00	0.24	-143.40	0.17	-24.08	0.17	0.68	0.16	15.99	0.37
NGC 6981	313.364917	-12.537167	35.162	-32.681	16.71	0.24	12.90	0.22	-334.68	0.24	-1.271	0.008	-3.368	0.008	0.22	-8.31	0.22	8.28	0.12	-9.19	0.13	294.93	0.24	-26.82	0.12	-6.95	0.13	0.97	0.13	12.56	0.22
NGC 7006	315.372083	16.186917	63.770	-19.409	41.23	0.55	38.52	0.52	-385.10	0.50	-0.130	0.009	-0.631	0.009	0.20	-17.35	0.46	34.94	0.47	-13.73	0.18	358.41	0.49	-115.71	0.25	-27.59	0.21	4.28	0.30	42.67	0.50
NGC 7078	322.493083	12.166611	65.009	-27.310	10.73	0.07	10.39	0.04	-106.81	0.29	-0.631	0.007	-3.793	0.007	0.23	4.61	0.04	8.29	0.05	-4.87	0.03	90.41	0.29	23.94	0.17	17.72	0.18	1.61	0.03	10.63	0.06
NGC 7089	323.362917	-0.823167	53.370	-35.768	11.74	0.15	10.41	0.12	-5.84	0.24	3.435	0.008	-2.163	0.008	0.24	-3.90	0.14	7.51	0.10	-6.72	0.09	-12.52	0.24	85.37	0.13	128.12	0.13	1.75	0.11	12.46	0.15
NGC 7099	325.091667	-23.179722	27.180	-46.836	8.48	0.07	7.06	0.04	-185.15	0.21	-0.728	0.006	-7.285	0.006	0.22	2.59	0.06	2.49	0.03	-5.90	0.05	174.14	0.21	-12.02	0.07	-30.09	0.08	1.49	0.04	8.95	0.05
Pal 12	326.662083	-21.252500	30.509	-47.683	19.07	0.60	15.83	0.56	28.49	0.87	-3.208	0.017	-3.341	0.016	0.29	-9.16	0.51	6.53	0.21	-14.13	0.44	22.90	0.84	13.51	0.41	48.87	0.41	10.95	0.56	21.28	0.60
Pal 13	346.684583	12.771667	87.098	-42.700	26.19	0.60	27.10	0.58	24.52	0.25	1.751	0.031	0.093	0.029	0.16	19.05	0.44	-17.62	0.40	-17.61	0.40	-19.41	0.30	-17.67	0.18	-29.41	0.16	15.72	0.45	28.65	0.96
NGC 7492	347.110833	-15.610917	53.386	-63.478	26.34	0.52	25.29	0.50	-177.47	0.32	0.763	0.012	-2.320	0.011	0.24	-7.04	0.44	9.37	0.18	-23.53	0.46	162.47	0.32	-28.93	0.17	6.91	0.18	2.27	0.27	25.74	0.49
