NGC 104	6.02379	-72.08131	4.52	0.03	7.52	0.01	7177	27460	853000	43000	4.08	0.05	1.87	0.09	0.61	4.03	6.44	124.63	4.72	2.61	9.70	6.24	106.3	0.22	0.86	-0.65	0.12	11.9	47.4	-0.40	-0.04	5.00	0.32	100.0
NGC 288	13.18850	-26.58261	8.99	0.09	12.21	0.06	549	2637	96200	3700	8.10	0.04	2.22	0.12	3.50	5.84	8.56	95.16	1.83	1.26	9.49	5.60	9.3	0.22	0.82	-0.66	0.11	3.1	10.9	-0.31	-0.10	0.42	0.32	84.3
NGC 362	15.80942	-70.84878	8.83	0.10	9.62	0.06	2342	4286	252000	4000	6.48	0.03	1.28	0.04	0.43	2.21	3.36	86.94	4.57	2.91	9.01	6.05	7.5	0.26	0.82	-0.76	0.13	8.6	34.0	-0.38	-0.11	0.51	0.56	53.0
Whiting 1	30.73750	-3.25278	30.59	1.17	35.15	1.11	3	0	1370	270	14.62	0.08	0.34	0.07	1.88	9.42	16.53	43.92	0.32	-1.44	9.22	3.68	6.5	0.67	0.99	-1.16	0.60	0.3	1.1	-0.16	-0.03		
NGC 1261	48.06754	-55.21622	16.40	0.19	18.28	0.17	345	3179	172000	3000	8.31	0.04	1.54	0.06	1.05	3.25	4.86	138.12	3.40	2.25	9.21	5.75	13.9	0.33	0.83	-0.61	0.13	5.7	21.4	-0.34	-0.11	0.90	0.64	86.9
Pal 1	53.33350	79.58105	11.18	0.32	17.41	0.29	7	0	926	183	13.95	0.03	2.15	0.43	0.46	2.01	3.43	22.84	2.03	0.44	7.82	4.09	1.2	0.20	1.00	-0.51	0.17	0.5	1.9	-0.23	-0.08		
AM 1	58.75959	-49.61528	118.91	3.40	120.27	3.28	2	0	19600	3900	15.07	0.05	0.83	0.17	6.92	14.79	20.32	262.61	0.18	-0.55	9.75	4.59	133.3	0.65	0.82	-1.07	0.34	0.9	3.3	-0.25	-0.05		
Eridanus	66.18561	-21.18678	84.68	2.89	89.76	2.78	14	0	9290	1860	15.02	0.03	0.74	0.15	9.23	13.64	18.83	157.30	-0.37	-0.78	9.57	4.30	63.8	0.59	0.81	-1.06	0.33	0.7	2.2	-0.21	-0.09		
Pal 2	71.52462	31.38150	26.17	1.28	34.19	1.25	16	490	220000	39000	12.64	0.06	1.26	0.23	1.68	4.82	7.64	121.33	2.92	1.77	9.61	6.26	6.6	0.55	0.80	-1.90	0.23	5.0	19.2	-0.37	-0.08		
NGC 1851	78.52816	-40.04655	11.95	0.13	16.69	0.11	8217	4973	283000	4000	7.07	0.04	1.48	0.06	0.14	1.75	3.16	123.69	6.32	3.03	9.00	6.02	10.9	0.20	0.83	-0.70	0.13	10.3	41.1	-0.41	-0.12	0.45	0.42	71.2
NGC 1904	81.04584	-24.52442	13.08	0.18	19.09	0.16	1313	372	181000	7000	7.94	0.04	1.81	0.10	0.33	2.58	4.33	66.21	4.56	2.43	9.14	6.46	2.0	0.52	0.80	-1.38	0.23	6.7	27.6	-0.42	-0.11	2.24	0.46	100.0
NGC 2298	102.24754	-36.00531	9.83	0.17	15.07	0.14	42	558	49800	2900	9.06	0.03	1.70	0.11	0.43	2.41	3.20	73.11	3.85	2.26	8.58	5.78	2.4	0.25	0.77	0.17	0.13	3.9	15.3	-0.36	-0.12		
NGC 2419	114.53529	38.88194	88.47	2.40	95.93	2.33	183	0	783000	117000	10.56	0.03	1.61	0.24	8.32	19.76	26.37	734.97	1.55	0.71	10.63	6.16	1559.0	0.47	0.78	-1.57	0.21	5.1	18.2	-0.16	0.00		
Pyxis	136.98690	-37.22660	36.53	0.66	38.61	0.62	43	0	32200	5300	13.20	0.04	2.41	0.40	13.46	17.05	23.52	132.78	-0.24	-0.53	9.99	4.81	105.4	0.42	0.83	-1.44	0.16	1.1	3.6	-0.12	-0.07		
NGC 2808	138.01291	-64.86349	10.06	0.11	11.58	0.08	5589	9104	791000	8000	6.13	0.04	1.38	0.05	0.74	2.45	3.75	160.53	4.52	3.25	9.31	6.29	30.2	0.22	0.83	-0.60	0.14	13.8	53.1	-0.36	-0.10	2.25	0.56	100.0
E 3	140.23779	-77.28189	7.88	0.25	9.10	0.13	15	50	2560	470	11.85	0.03	1.13	0.21	1.26	4.39	5.51	19.96	1.35	0.26	8.37	4.66	1.4	0.35	0.85	0.88	0.24	0.6	2.4	-0.35	-0.12		
Pal 3	151.38162	0.07167	94.84	3.23	98.17	3.13	22	0	18500	3400	14.56	0.03	1.45	0.27	15.23	20.16	27.60	229.68	-0.64	-0.97	9.97	4.57	107.6	0.58	0.84	-1.14	0.25	0.8	2.4	-0.11	-0.04		
NGC 3201	154.40343	-46.41248	4.74	0.04	8.93	0.02	4246	4704	193000	3000	6.77	0.04	2.59	0.10	1.66	5.17	8.68	82.34	2.82	1.55	9.66	5.61	69.4	0.24	0.80	-1.02	0.16	4.5	17.3	-0.35	-0.06	0.80	0.41	98.8
Pal 4	172.31833	28.97337	101.39	2.57	104.05	2.47	23	0	15300	2800	14.23	0.04	0.81	0.15	10.96	15.88	21.12	207.54	-0.35	-0.71	9.70	4.47	152.6	0.59	0.82	-0.34	0.27	0.8	2.6	-0.18	-0.09		
Crater	174.06875	-10.87697	147.23	4.27	147.00	4.12	33	0	12100	2400	15.74	0.11	1.29	0.29	13.66	19.56	27.62	245.78	-0.75	-1.15	9.93	4.37	131.6	0.65	0.94	-1.52	0.23	0.6	2.0	-0.11	-0.03		
NGC 4147	182.52626	18.54264	18.54	0.21	20.74	0.19	41	0	45100	10900	10.29	0.04	1.89	0.46	0.43	2.53	3.47	93.73	3.89	2.12	8.61	5.47	4.8	0.20	0.77	-0.05	0.13	3.6	14.2	-0.40	-0.11		
NGC 4372	186.43910	-72.65908	5.71	0.21	7.22	0.04	199	1846	189000	7000	7.37	0.05	1.98	0.12	3.55	5.77	8.34	74.01	2.12	1.59	9.63	5.75	20.5	0.16	0.77	-0.86	0.18	4.4	15.5	-0.29	-0.11	1.36	0.68	99.2
Rup 106	189.66750	-51.15028	20.71	0.36	18.04	0.32	31	64	34000	5800	11.05	0.03	1.38	0.24	5.03	7.62	11.14	73.48	0.95	0.47	9.48	5.10	10.9	0.22	0.81	-0.81	0.14	1.6	5.6	-0.22	-0.09		
NGC 4590	189.86658	-26.74406	10.40	0.10	10.35	0.07	262	861	128000	6000	7.99	0.04	1.89	0.11	1.86	4.44	7.27	78.28	2.59	1.60	9.48	5.46	55.1	0.18	0.77	-1.17	0.14	4.0	14.8	-0.33	-0.11	0.27	0.51	17.2
BH 140	193.47292	-67.17728	4.81	0.25	6.86	0.01	24	590	61200	5100	9.14	0.12	2.55	0.35	4.81	6.22	9.73	51.77	1.31	0.90	9.48	5.51	6.2			-0.57	0.30	2.3	8.1	-0.18	-0.09		
NGC 4833	194.89134	-70.87650	6.48	0.08	7.13	0.02	176	2853	186000	4000	7.19	0.03	1.57	0.06	1.27	3.26	4.58	77.06	3.29	2.37	9.15	6.01	6.4	0.24	0.77	-0.34	0.15	6.0	22.2	-0.31	-0.10	1.14	0.83	86.6
NGC 5024	198.23021	18.16817	18.50	0.18	19.00	0.16	338	4130	502000	8000	7.70	0.04	1.95	0.08	1.87	6.46	10.03	183.04	3.10	1.77	9.93	6.00	150.0	0.26	0.78	-1.20	0.11	6.8	25.9	-0.33	-0.04	1.17	0.62	99.5
NGC 5053	199.11288	17.70025	17.54	0.23	18.01	0.20	55	48	62800	14300	9.92	0.04	2.16	0.50	9.20	12.40	17.00	91.64	0.52	0.18	9.89	5.21	31.1	0.23	0.78	-1.09	0.14	1.8	6.0	-0.12	-0.07	0.36	0.90	15.5
NGC 5139	201.69699	-47.47947	5.43	0.05	6.50	0.01	4593	55653	3940000	20000	3.50	0.04	2.80	0.10	4.30	7.56	10.42	208.60	3.23	2.62	10.32	6.90	129.0	0.17	0.80	-0.80	0.11	18.0	62.2	-0.19	-0.01	4.27	0.52	100.0
NGC 5272	205.54842	28.37728	10.18	0.08	12.09	0.06	727	4231	409000	7000	6.39	0.04	1.61	0.07	0.98	3.40	5.47	129.25	3.78	2.48	9.50	5.93	76.1	0.17	0.77	-1.01	0.12	8.2	32.0	-0.40	-0.10	1.75	0.42	100.0
NGC 5286	206.61171	-51.37425	11.10	0.14	8.46	0.09	1704	1892	424000	9000	7.35	0.03	1.77	0.06	0.49	2.37	3.58	95.48	4.61	3.05	9.15	6.12	13.5	0.37	0.75	-0.72	0.16	10.7	41.8	-0.36	-0.10	0.76	0.95	40.6
AM 4	209.08907	-27.16517	29.01	0.94	24.58	0.87	14	0	746	149	16.49	0.05	3.59	0.74	2.12	6.46	11.29	28.85	0.06	-1.21	8.78	4.02	2.1	0.39	0.88	-2.79	0.41	0.2	0.9	-0.23	-0.07		
NGC 5466	211.36371	28.53444	16.12	0.16	16.48	0.14	68	722	56100	7600	9.32	0.03	1.35	0.19	6.15	9.55	13.75	76.70	0.90	0.41	9.75	5.20	22.6	0.21	0.78	-0.86	0.12	1.9	6.5	-0.21	-0.10	0.84	0.65	81.3
